,Channel_id,Channel_name,Video_id,Title,Description,Duration,Definition,Caption,Published_at,Views,Likes,Comments
148,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,GTIjylkB-TI,72 Hours to Throw a Party in a Chinese Stranger's House,"Impossible mission? Well... Let's see. ""Talk to Strangers"" book FINALLY available everywhere: https://www.yestheorybook.com/

⚡️  Follow this link and you can choose to purchase it at http://seek-discomfort.com/yes-theory or Amazon. If you want it on Kindle or Audible... That's available there too!

We're super proud of Matt and the whole team who made this possible. His goal is to hit 50,000 copies, we're still quite far but let's see how close we can get to hitting it!

🙏🏼 Thank you for making these videos possible through your support of Seek Discomfort 
⚡️ For Holiday Special Deals at SEEK DISCOMFORT: http://seek-discomfort.com/yes-theory",PT24M58S,hd,true,2023-12-03T18:02:19Z,831931,44595,3765
149,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,7QIEU9KkY5g,I Explored China's Failed $1 Billion Copy of Paris (real city),"Fake Paris... Made in China? Can you believe this?
⚡️HOLIDAY DROP NOW LIVE  Get FREE GIFTS and bonuses on ALL orders on Seek Discomfort Shop at: https://www.seekdiscomfort.com

For Europeans: https://eu.seekdiscomfort.com

🙏🏼 Thank you for your support - Every order will lead to 8 meals donated to children in areas of conflict alongside Save The Children. Over 50.000 meals donated already!

Special thanks to  @CorySMartin for the INCREDIBLE visuals - go check out his work!

Follow our friend Yan's adventures!
@littlechineseeverywhere 

Want to learn more about the fundraiser? Head to the following link for more info: https://www.seekdiscomfort.com/pages/donation 

Don't want to Support Through Seek or watching our videos? No Problem! Donate directly at: https://bit.ly/save-the-children-yes-theory

JOIN OUR COMMUNITY
⁺ Seek Discomfort: https://www.youtube.com/seekdiscomfort
📝 Follow Matt’s Newsletter: http://yestheory.com/newsletter/
📸 Instagram -  https://www.instagram.com/yestheory/
🐦 Twitter - https://twitter.com/yestheory
🎬  Facebook- https://www.facebook.com/yestheory/

☮️ If you want to join the Yes Fam Facebook group which is 100,000+ of our most engaged and badass community members, you can apply here: 
https://www.facebook.com/groups/yesfam/

🎥 HOW WE MAKE OUR VIDEOS

🎵 Where we find our music:
1- Epidemic Sound. Amazing royalty free music for YouTube. Free 30 day trial here: http://share.epidemicsound.com/wFFbr  

2- Musicbed. Amazing label-quality cinematic music. 30-day free trial here:
http://share.mscbd.fm/YesTheory​

3- Artlist. 2 Months Free High Quality Music: https://artlist.io/artlist-70446/?artlist_aid=YesTheory_593&utm_source=affiliate_p&utm_medium=YesTheory_593&utm_campaign=YesTheory_593

4- Soundstripe: Get 15% off by using the code YESTHEORY at the link https://soundstripe.com?fpr=yestheory

🎞 Our b-roll and stock footage:

2 Months Free Stock Footage Videos: https://artgrid.io/artgrid-114820/?artlist_aid=YesTheory_593&utm_source=affiliate_p&utm_medium=YesTheory_593&utm_campaign=YesTheory_593

For an amazing b-roll and footage library, checkout: http://storyblocks.com/YesTheory​

📈  Our Most Popular YouTube Videos
🎬  Traveling to the least visited country in the world: https://youtu.be/ODuEl4oNae0
🎬  Becoming Superhuman with Iceman Wim Hof: https://youtu.be/8cvhwquPqJ0
🎬  We Helicopter Bungee Jumped with Will Smith: https://youtu.be/KSu6gRp7UBA

🎙 The Yes Theory Podcast: https://spoti.fi/3sFdq6v

GET IN TOUCH
🌍 Our website -  http://www.yestheory.com 
🌍 Advertise With Us - partnerships@yestheory.com
 
Who are we? 
We believe that life’s greatest moments and deepest connections exist outside of your comfort zone.

Ask us a Question:
Tweet us @yestheory",PT20M10S,hd,true,2023-11-26T18:00:13Z,6087843,117093,15201
150,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,HYHZyyogdyo,Dropped with $0 in China’s Richest City,"⚡️Get FREE GIFTS and bonuses on ALL orders on Seek’s Black Friday drop at: https://www.seekdiscomfort.com

For Europeans: https://eu.seekdiscomfort.com

🙏🏼 Thank you for your support - Every order will lead to 8 meals donated to children in areas of conflict alongside Save The Children

Want to learn more about the fundraiser? Head to the following link for more info: https://www.seekdiscomfort.com/pages/donation 

Don't want to Support Through Seek or watching our videos? No Problem! Donate directly at: https://bit.ly/save-the-children-yes-theory

🙏🏼 Thank you for making these videos possible through your support of Seek Discomfort 
⚡️ SEEK DISCOMFORT: http://seek-discomfort.com/yes-theory

✈ Book an Adventure: https://travel.yestheory.com/

JOIN OUR COMMUNITY
⁺ Seek Discomfort: https://www.youtube.com/seekdiscomfort
📝 Follow Matt’s Newsletter: http://yestheory.com/newsletter/
📸 Instagram -  https://www.instagram.com/yestheory/
🐦 Twitter - https://twitter.com/yestheory
🎬  Facebook- https://www.facebook.com/yestheory/

☮️ If you want to join the Yes Fam Facebook group which is 100,000+ of our most engaged and badass community members, you can apply here: 
https://www.facebook.com/groups/yesfam/

🎥 HOW WE MAKE OUR VIDEOS

🎵 Where we find our music:
1- Epidemic Sound. Amazing royalty free music for YouTube. Free 30 day trial here: http://share.epidemicsound.com/wFFbr  

2- Musicbed. Amazing label-quality cinematic music. 30-day free trial here:
http://share.mscbd.fm/YesTheory​

3- Artlist. 2 Months Free High Quality Music: https://artlist.io/artlist-70446/?artlist_aid=YesTheory_593&utm_source=affiliate_p&utm_medium=YesTheory_593&utm_campaign=YesTheory_593

4- Soundstripe: Get 15% off by using the code YESTHEORY at the link https://soundstripe.com?fpr=yestheory

🎞 Our b-roll and stock footage:

2 Months Free Stock Footage Videos: https://artgrid.io/artgrid-114820/?artlist_aid=YesTheory_593&utm_source=affiliate_p&utm_medium=YesTheory_593&utm_campaign=YesTheory_593

For an amazing b-roll and footage library, checkout: http://storyblocks.com/YesTheory​

📈  Our Most Popular YouTube Videos
🎬  Traveling to the least visited country in the world: https://youtu.be/ODuEl4oNae0
🎬  Becoming Superhuman with Iceman Wim Hof: https://youtu.be/8cvhwquPqJ0
🎬  We Helicopter Bungee Jumped with Will Smith: https://youtu.be/KSu6gRp7UBA

🎙 The Yes Theory Podcast: https://spoti.fi/3sFdq6v

GET IN TOUCH
🌍 Our website -  http://www.yestheory.com 
🌍 Advertise With Us - partnerships@yestheory.com
 
Who are we? 
We believe that life’s greatest moments and deepest connections exist outside of your comfort zone.

Ask us a Question:
Tweet us @yestheory",PT30M12S,hd,false,2023-11-19T18:00:15Z,1487304,70080,12087
151,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,nxdh69enoSw,Traveling to the Strangest Country on Earth,"Visit http://magictravel.ai/yestheory to enter to win 1 of 3 Dream trips valued at $7,000 each. Thanks to Magic for Sponsoring this Video.

Thank you to Young Pioneer Tours for taking us on this incredible trip. Links to their details here :) :
https://www.youngpioneertours.com/

🙏🏼 Thank you for making these videos possible through your support of Seek Discomfort 
⚡️ Support our work at: http://seek-discomfort.com/yes-theory

Special thanks to  @CorySMartin for the INCREDIBLE visuals - go check out his work!

Giveaway terms and conditions apply. Visit https://www.magictravel.ai/yestheorygiveawayterms for details.

JOIN OUR COMMUNITY
⁺ Seek Discomfort: https://www.youtube.com/seekdiscomfort
📝 Follow Matt’s Newsletter: http://yestheory.com/newsletter/
📸 Instagram -  https://www.instagram.com/yestheory/
🐦 Twitter - https://twitter.com/yestheory
🎬  Facebook- https://www.facebook.com/yestheory/

☮️ If you want to join the Yes Fam Facebook group which is 100,000+ of our most engaged and badass community members, you can apply here: 
https://www.facebook.com/groups/yesfam/

🎥 HOW WE MAKE OUR VIDEOS

🎵 Where we find our music:
1- Epidemic Sound. Amazing royalty free music for YouTube. Free 30 day trial here: http://share.epidemicsound.com/wFFbr  

2- Musicbed. Amazing label-quality cinematic music. 30-day free trial here:
http://share.mscbd.fm/YesTheory​

3- Artlist. 2 Months Free High Quality Music: https://artlist.io/artlist-70446/?artlist_aid=YesTheory_593&utm_source=affiliate_p&utm_medium=YesTheory_593&utm_campaign=YesTheory_593

4- Soundstripe: Get 15% off by using the code YESTHEORY at the link https://soundstripe.com?fpr=yestheory

🎞 Our b-roll and stock footage:

2 Months Free Stock Footage Videos: https://artgrid.io/artgrid-114820/?artlist_aid=YesTheory_593&utm_source=affiliate_p&utm_medium=YesTheory_593&utm_campaign=YesTheory_593

For an amazing b-roll and footage library, checkout: http://storyblocks.com/YesTheory​

📈  Our Most Popular YouTube Videos
🎬  Traveling to the least visited country in the world: https://youtu.be/ODuEl4oNae0
🎬  Becoming Superhuman with Iceman Wim Hof: https://youtu.be/8cvhwquPqJ0
🎬  We Helicopter Bungee Jumped with Will Smith: https://youtu.be/KSu6gRp7UBA

🎙 The Yes Theory Podcast: https://spoti.fi/3sFdq6v

GET IN TOUCH
🌍 Our website -  http://www.yestheory.com 
🌍 Advertise With Us - partnerships@yestheory.com
 
Who are we? 
We believe that life’s greatest moments and deepest connections exist outside of your comfort zone.

Ask us a Question:
Tweet us @yestheory",PT31M42S,hd,false,2023-11-12T18:01:06Z,2405408,109396,24075
152,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,cd9or9hVpAw,a new chapter,"⚡️ Pre-order Matt's Book: https://www.seekdiscomfort.com/products/matts-book-bonuses-pre-order
In Europe: https://eu.seekdiscomfort.com/collections/all-products/products/matts-book-bonuses-pre-order-only
 ⚡️ Enjoy up to 20% OFF our Card Game at: http://seek-discomfort.com/yes-theory

Special thanks to  @CorySMartin  for the INCREDIBLE visuals - go check out his work!

Photography by the the talented @emiliastaugaard on IG 

🙏🏼 Thank you for making these videos possible for the past 8 years through your support of Seek Discomfort 

☮️ If you want to join the Yes Fam Facebook group which is 100,000+ of our most engaged and badass community members, you can join here: 
https://www.facebook.com/groups/yesfam/

JOIN OUR COMMUNITY
⁺ Seek Discomfort: https://www.youtube.com/seekdiscomfort
📸 Instagram -  https://www.instagram.com/yestheory/
🐦 Twitter - https://twitter.com/yestheory
🎬  Facebook- https://www.facebook.com/yestheory/",PT21M35S,hd,true,2023-10-30T16:43:53Z,1083482,55300,2302
153,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,_zxVcpOzOPY,Finding the World's Loneliest Person,"If you’re struggling, consider therapy with our sponsor BetterHelp. Click
https://betterhelp.com/yestheory for a 10% discount on your first month of therapy with a
licensed professional specific to your needs.

Matt’s in depth explanation:
https://youtu.be/acP5ANnM1fo?feature=shared

Special thanks to @CorySMartin for the INCREDIBLE visuals - go check out his work!

FIRST 30 PEOPLE TO USE CODE ""COMMUNITY"" AT CHECKOUT GET 30% OFF SEEK DISCOMFORT LINK HERE*: 
http://seek-discomfort.com/yes-theory

* Discount available on all products on the website except the book

✈ Book an Adventure: https://travel.yestheory.com/

JOIN OUR COMMUNITY
⁺ Seek Discomfort: https://www.youtube.com/seekdiscomfort
📝 Follow Matt’s Newsletter: http://yestheory.com/newsletter/
📸 Instagram -  https://www.instagram.com/yestheory/
🐦 Twitter - https://twitter.com/yestheory
🎬  Facebook- https://www.facebook.com/yestheory/

☮️ If you want to join the Yes Fam Facebook group which is 100,000+ of our most engaged and badass community members, you can apply here: 
https://www.facebook.com/groups/yesfam/

🎥 HOW WE MAKE OUR VIDEOS

🎵 Where we find our music:
1- Epidemic Sound. Amazing royalty free music for YouTube. Free 30 day trial here: http://share.epidemicsound.com/wFFbr  

2- Musicbed. Amazing label-quality cinematic music. 30-day free trial here:
http://share.mscbd.fm/YesTheory​

3- Artlist. 2 Months Free High Quality Music: https://artlist.io/artlist-70446/?artlist_aid=YesTheory_593&utm_source=affiliate_p&utm_medium=YesTheory_593&utm_campaign=YesTheory_593

4- Soundstripe: Get 15% off by using the code YESTHEORY at the link https://soundstripe.com?fpr=yestheory

🎞 Our b-roll and stock footage:

2 Months Free Stock Footage Videos: https://artgrid.io/artgrid-114820/?artlist_aid=YesTheory_593&utm_source=affiliate_p&utm_medium=YesTheory_593&utm_campaign=YesTheory_593

For an amazing b-roll and footage library, checkout: http://storyblocks.com/YesTheory​

📈  Our Most Popular YouTube Videos
🎬  Traveling to the least visited country in the world: https://youtu.be/ODuEl4oNae0
🎬  Becoming Superhuman with Iceman Wim Hof: https://youtu.be/8cvhwquPqJ0
🎬  We Helicopter Bungee Jumped with Will Smith: https://youtu.be/KSu6gRp7UBA

🎙 The Yes Theory Podcast: https://spoti.fi/3sFdq6v
🎙 The Yes Theory Podcast YouTube Channel: https://www.youtube.com/@YesTheoryPodcast

GET IN TOUCH
🌍 Our website -  http://www.yestheory.com 
🌍 Advertise With Us - partnerships@yestheory.com
 
Who are we? 
We believe that life’s greatest moments and deepest connections exist outside of your comfort zone.

Ask us a Question:
Tweet us @yestheory",PT33M19S,hd,true,2023-10-15T17:00:20Z,1962538,70828,3132
154,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,kwsWAQ9sJZE,7 Days With The Man Claiming Aliens Exist (David Grusch Under Oath),"Thank you for watching and being here, and I hope we manage to spark your curiosity about the phenomenon. And deepen your empathy towards the humans who experienced it. This has been one of the greatest journeys of seeking discomfort I have ever embarked on. I hope you take some time to keep exploring, as I did three years ago. 

With love, Ammar Kandil. 

For media inquiries: media@yestheory.com 

A film by Yes Theory
In collaboration with Jesse Michels 

Directed by 
Ammar Kandil 

Director of Post Production
Thomas Dajer 

Featuring: 
David Grusch 
Staffan Taylor 
Dr Gary Nolan 
Sky Cowans 
Melanie Kirchdorfer

Cinematography by:
Shawn Malangyaon
Luke Gaie 
Bryan Felber
lan Leach

Additional footage by: 
Mario Kidd

Edited by: 
Thomas Dajer 
Cam Peddle

Assistant editor: 
Harrison King 

Music: 
Horse With No Name cover by Jack Gaughan
Moonchild by Psylo - https://open.spotify.com/track/3lgLnNAO6bYnpBow5RB8TR?si=ce6f1b7b84d34fde

This doc is dedicated to all truth seekers out there. 

Special thanks to:
Dr. John Mack
James Fox
Leslie Kean 
Lou Elizondo 
Robert Hastings 
Dr Gary Nolan 
Jacques Vallée
Diana Pasulka
Red Panda Koala
Ross Coulthart
Ralph Blumenthal 
Jeremy Corbell
George Knapp 

And thanks to citizenM hotels for lending us the space for us to do our own public hearing. 

—— 

Jesse’s full interview with David Grusch 
https://www.youtube.com/watch?v=kRO5jOa06Qw 

Sky’s full video on Melanie’s abduction case in 1969: https://youtu.be/XeJCdsFYaF0?si=vJ2_IV87UqndxFBQ

Dave's Congressional Testimony: 
https://www.youtube.com/watch?v=SNgoul4vyDM&t=0s 

Documentaries to watch: 
Our Berkshire’s UFO story 
https://youtu.be/lPIeD2MFs8k?si=NEZ9Qp_-ninZ2P8f 
The Phenomenon 
https://youtu.be/a0Kr1TwKhQk?si=PehuYmEC64hm_clI 
I know what I saw 
https://youtu.be/u36QG9hoTh0?si=VSMWBYN2u8-qSVS0

Moment of Contact - Trailer
https://www.youtube.com/watch?v=pE7hVSlk7Zw 

Shows to check out: 
UFOs: Investigating the Unknown
https://youtu.be/Wt7Riw9jGlQ?si=x3coVSHIGO__p3Np 
https://youtu.be/XNnSeAhYq1E?si=IUdoYnz3HF5x_ObB 
https://youtu.be/54_bxf7n3Oo?si=AvAAfxFqAAdl8np8
(If these links don’t work in your country try using a VPN in USA)
Full show available on Disney Plus (high recommend)
Encounters on Netflix - Trailer
https://www.youtube.com/watch?v=GCY08bvbe0M 

Additional interesting watches: Bob Lazar: Area 51 and flying saucers https://youtu.be/iSkFkh-6XoA?si=k_o5BX0jzg-PGJs7 
Ariel School Documentary - Trailer 
(For more in depth interviews with witnesses in the Zimbabwe sighting in 1994) https://youtu.be/d4JXxR_BbM0?si=sRDdfTvkXuNN0_xn 

YouTube channels to follow: 
Jesse Michels - https://www.youtube.com/@JesseMichels 
Red Panda Koala - https://www.youtube.com/@RedPandaKoala 

Books to read: 
American Cosmic - Diana Pasulka, 
Passport to Magonia - Jacque Vallee, 
UFO’s and Nukes - Robert Hastings, The Believer: Alien Encounters, Hard Science, and the Passion of John Mack - Ralph Blumenthal",PT1H9M19S,hd,true,2023-10-01T20:17:37Z,1165631,44629,4415
155,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,hR24suBLmtY,Why Do Koreans Pay To Get Locked In This Prison? I Tried It.,"If you’re struggling, consider therapy with our sponsor BetterHelp. Click https://betterhelp.com/yestheory (https://betterhelp.com/yestheory) for a 10% discount on your first month of therapy with a licensed professional specific to your needs.

🙏🏼 Thank you for making these videos possible through your support of Seek Discomfort 
⚡️ SEEK DISCOMFORT: http://seek-discomfort.com/yes-theory

Special thanks to Jay, from the Korean Yes Fam who helped us with translation and to Happitory https://www.happitory.org/prison_intro for hosting us in this prison experience. 

✈ Book an Adventure: https://travel.yestheory.com/

JOIN OUR COMMUNITY
⁺ Seek Discomfort: https://www.youtube.com/seekdiscomfort
📝 Follow Our Community Newsletter: http://yestheory.com/newsletter/
📸 Instagram -  https://www.instagram.com/yestheory/
🐦 Twitter - https://twitter.com/yestheory
🎬  Facebook- https://www.facebook.com/yestheory/

☮️ If you want to join the Yes Fam Facebook group which is 100,000+ of our most engaged and badass community members, you can apply here: 
https://www.facebook.com/groups/yesfam/

🎥 HOW WE MAKE OUR VIDEOS

🎵 Where we find our music:
1- Epidemic Sound. Amazing royalty free music for YouTube. Free 30 day trial here: http://share.epidemicsound.com/wFFbr  

2- Musicbed. Amazing label-quality cinematic music. 30-day free trial here:
http://share.mscbd.fm/YesTheory​

3- Artlist. 2 Months Free High Quality Music: https://artlist.io/artlist-70446/?artlist_aid=YesTheory_593&utm_source=affiliate_p&utm_medium=YesTheory_593&utm_campaign=YesTheory_593

4- Soundstripe: Get 15% off by using the code YESTHEORY at the link https://soundstripe.com?fpr=yestheory

🎞 Our b-roll and stock footage:

2 Months Free Stock Footage Videos: https://artgrid.io/artgrid-114820/?artlist_aid=YesTheory_593&utm_source=affiliate_p&utm_medium=YesTheory_593&utm_campaign=YesTheory_593

For an amazing b-roll and footage library, checkout: http://storyblocks.com/YesTheory​

📈  Our Most Popular YouTube Videos
🎬  Traveling to the least visited country in the world: https://youtu.be/ODuEl4oNae0
🎬  Becoming Superhuman with Iceman Wim Hof: https://youtu.be/8cvhwquPqJ0
🎬  We Helicopter Bungee Jumped with Will Smith: https://youtu.be/KSu6gRp7UBA

🎙 The Yes Theory Podcast: https://spoti.fi/3sFdq6v

GET IN TOUCH
🌍 Our website -  http://www.yestheory.com 
🌍 Advertise With Us - partnerships@yestheory.com
 
Who are we? 
We believe that life’s greatest moments and deepest connections exist outside of your comfort zone.

Ask us a Question:
Tweet us @yestheory",PT21M59S,hd,true,2023-09-17T17:00:20Z,1175268,43601,2001
156,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,JPPMz8fEml0,Traveling to the Angriest Country in the World,"🙏🏼 You know what day it is. Seekers Day is here. 30% off all-time best sellers + 4 free bonuses. Get yours now below!! ⚡️ 
For US & Worldwide (minus Europe): http://www.seekdiscomfort.com/yes-youtube 
For Europe: http://eu.seekdiscomfort.com/yes-youtube


⚡️ All the support we receive through Seek Discomfort is literally what enables us to fund these stories you are watching on our channel, so if you like what you're seeing, this is single-handedly the best way to support! Thank you so so much!

Special thank you to the Lebanese Yes Fam for the reception and incredible energy!

Thank you to the Filmmaker Michel  https://instagram.com/michelfakhoury and to Leyla, who hosted us for home-cooked Lebanese food https://instagram.com/chefleylafathallah

And big thanks to @blackdropink for making a Yes tattoo on Staffans' foot ;)",PT34M35S,hd,true,2023-07-30T17:00:43Z,2878018,98727,4641
157,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,n3VgMb7Y7RY,"I Paid a Taxi $10,000 to See How Far it Takes Me!","⚡️ This video was made possible through your support of Seek Discomfort. If you want to rep it on your day-to-day, check out the link below: 
SEEK DISCOMFORT: http://seek-discomfort.com/yes-theory

Follow Reg on Instagram or TikTok: https://www.instagram.com/kingregcab/

Check out our cinematographers' work ​⁠​⁠ @TylerPalmerFilmmaker   @bbacalhau   @louibaba

And thank you for following along!
/ Thomas, Ammar, Staffan & the whole Yes Team",PT1M,hd,false,2023-07-28T19:14:32Z,135236,7792,127
158,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,_TedFmvfCYo,"I Paid a Taxi $10,000 to See How Far it Takes Me!","Wildest adventure of the year HANDS DOWN!

🧊 Watch the film here: https://www.theicemanfilm.com/ 
The 50% OFF time window has passed, but you can still purchase the film with 20% OFF using code YT20OFF at checkout.

If you want to watch the film but don't have a credit card and want to use PayPal, you can do so here: https://www.seekdiscomfort.com/products/project-iceman-film-viewing-experience

⚡️ This video was made possible through your support of Seek Discomfort. If you want to rep it on your day-to-day, check out the link below: 
SEEK DISCOMFORT: http://seek-discomfort.com/yes-theory

Follow Reg on Instagram or TikTok: https://www.instagram.com/kingregcab/

Check out our cinematographers' work ​⁠​⁠@TylerPalmerFilmmaker @bbacalhau  @louibaba

And thank you for following along!
/ Thomas, Ammar, Staffan & the whole Yes Team",PT49M27S,hd,true,2023-07-16T19:24:04Z,5711971,306706,20441
159,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,JZBqAwO-1mk,Living 100 Hours with a Kung-Fu Master (Shi Heng Yi),"If you’re struggling, consider therapy with our sponsor BetterHelp. Use our link https://betterhelp.com/yestheory to fill out a questionnaire and match with a licensed professional specific to your needs.

🙏🏼 Thank you for making these videos possible through your support of Seek Discomfort 
⚡️ SEEK DISCOMFORT: http://seek-discomfort.com/yes-theory

✈ Book an Adventure: https://travel.yestheory.com/

JOIN OUR COMMUNITY
⁺ Seek Discomfort: https://www.youtube.com/seekdiscomfort
📸 Instagram -  https://www.instagram.com/yestheory/
🐦 Twitter - https://twitter.com/yestheory
🎬  Facebook- https://www.facebook.com/yestheory/

☮️ If you want to join the Yes Fam Facebook group which is 180,000+ of our most engaged and badass community members, you can apply here: 
https://www.facebook.com/groups/yesfam/


📈  Our Most Popular YouTube Videos
🎬  Traveling to the least visited country in the world: https://youtu.be/ODuEl4oNae0
🎬  Becoming Superhuman with Iceman Wim Hof: https://youtu.be/8cvhwquPqJ0
🎬  We Helicopter Bungee Jumped with Will Smith: https://youtu.be/KSu6gRp7UBA

🎙 The Yes Theory Podcast: https://spoti.fi/3sFdq6v

GET IN TOUCH
🌍 Our website -  http://www.yestheory.com 
🌍 Advertise With Us - partnerships@yestheory.com
 
Who are we? 
We believe that life’s greatest moments and deepest connections exist outside of your comfort zone.

Ask us a Question:
Tweet us @yestheory",PT24M43S,hd,true,2023-06-24T17:04:17Z,1253149,49113,1298
160,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,gqeLROyFnVQ,Reuniting with my dad after 6 years..,"🧊 Watch the film here: https://www.theicemanfilm.com/ use code YT20OFF at checkout for 20% OFF!

Update July 1st, 2023:
The 21-Day Pay What You Want Window has already closed, and we're super happy for everyone that got to rent the film on it! But if you're here after that and still haven't gotten to watch the film, no worries! You can now buy the film at the link above at a fixed price. Watch as many times as you want for as long as you want - use code YT20OFF at checkout for 20% off. 

If you are having any problems, message us at support.iceman@yestheory.com

🙏🏼 Thank you for making these videos possible through your support of Seek Discomfort 
⚡️ SEEK DISCOMFORT: http://seek-discomfort.com/yes-theory",PT14M53S,hd,true,2023-06-04T17:00:08Z,1116054,75130,3360
161,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,WZpPIR5jiCk,Jumping the World's Most Dangerous First Skydive,"The 60-day Headspace free trial has ended, but you can still take advantage of an extended 30 day free trial here: https://headspace-web.app.link/e/SeekDiscomfort30

🙏🏼 Thank you for making these videos possible through your support of Seek Discomfort 
⚡️ SEEK DISCOMFORT: http://seek-discomfort.com/yes-theory

Special thanks to SkyVibration for this insane Skydiving experience, more about them at: https://skyvibration.com/

Special thanks to the cinematographers Théo and Robin- check out their work at https://www.instagram.com/theo__abed/ and https://www.instagram.com/ropick/

✈ Book an Adventure: https://travel.yestheory.com/

JOIN OUR COMMUNITY
⁺ Seek Discomfort: https://www.youtube.com/seekdiscomfort
📸 Instagram -  https://www.instagram.com/yestheory/
🐦 Twitter - https://twitter.com/yestheory
🎬  Facebook- https://www.facebook.com/yestheory/

☮️ If you want to join the Yes Fam Facebook group which is 180,000+ of our most engaged and badass community members, you can apply here: 
https://www.facebook.com/groups/yesfam/

📈  Our Most Popular YouTube Videos
🎬  Traveling to the least visited country in the world: https://youtu.be/ODuEl4oNae0
🎬  Becoming Superhuman with Iceman Wim Hof: https://youtu.be/8cvhwquPqJ0
🎬  We Helicopter Bungee Jumped with Will Smith: https://youtu.be/KSu6gRp7UBA

🎙 The Yes Theory Podcast: https://spoti.fi/3sFdq6v

GET IN TOUCH
🌍 Our website -  http://www.yestheory.com 
🌍 Advertise With Us - partnerships@yestheory.com
 
Who are we? 
We believe that life’s greatest moments and deepest connections exist outside of your comfort zone.

Ask us a Question:
Tweet us @yestheory",PT22M2S,hd,true,2023-05-21T17:05:18Z,794649,36865,1761
162,UCvK4bOhULCpmLabd2pDMtnA,Yes Theory,Mm-ZhXVGnPg,Secrets of a Japanese Island Where People Live Forever (100+ Years),"Join over 300,000 people in the most incredible community we know! Sign up here https://yestheorycommunity.substack.com/ to make new friends while being updated about meetups, adventures, behind-the-scenes and community challenges!

🙏🏼 Thank you for making these videos possible through your support of our brand Seek Discomfort 
⚡️ SEEK DISCOMFORT: http://seek-discomfort.com/yes-theory

✈ Book an Adventure: https://travel.yestheory.com/

JOIN OUR COMMUNITY
⁺ Seek Discomfort: https://www.youtube.com/seekdiscomfort
📸 Instagram -  https://www.instagram.com/yestheory/
🐦 Twitter - https://twitter.com/yestheory
🎬  Facebook- https://www.facebook.com/yestheory/

☮️ If you want to join the Yes Fam Facebook group which is 200,000+ of our most engaged and badass community members, you can apply here: 
https://www.facebook.com/groups/yesfam/

📈  Our Most Popular YouTube Videos
🎬  Traveling to the least visited country in the world: https://youtu.be/ODuEl4oNae0
🎬  Becoming Superhuman with Iceman Wim Hof: https://youtu.be/8cvhwquPqJ0
🎬  We Helicopter Bungee Jumped with Will Smith: https://youtu.be/KSu6gRp7UBA

🎙 The Yes Theory Podcast: https://spoti.fi/3sFdq6v

GET IN TOUCH
🌍 Our website -  http://www.yestheory.com 
🌍 Advertise With Us - partnerships@yestheory.com
 
Who are we? 
We believe that life’s greatest moments and deepest connections exist outside of your comfort zone.

Ask us a Question:
Tweet us @yestheory",PT25M34S,hd,false,2023-05-07T18:44:46Z,1165079,40794,1435
