,Video_id,Comments
1230,572wvSyRBf8,I love your videos I have severe depression and they seem to help for a little while! would to be in a video ill ay yes to whatever!
1231,b0il2IsU1f0,"It was an absolute pleasure meeting the lads and thanks to everyone for your lovely comments regarding the Ukraine family that stayed at my home. Even after they left the boys sent the little girl a lovely gift 
Thanks again lads 
Regards"
1232,b0il2IsU1f0,"I got goosebumps when you drove in the car with the Ukrainian mother and kid, as a refugee myself i know how hard it can be in a foreign country. So glad they decide to stop for you. What an great video and a bunch of awesome people on your way"
1233,b0il2IsU1f0,Loved this video!! One of my favorites! Such a fun idea!
1234,b0il2IsU1f0,Their pronunciation of the towns are so funny. It's like a little game trying to guess what they're referring to if you're Irish.
1235,b0il2IsU1f0,This makes me want to hitchhike
1236,b0il2IsU1f0,So heartwarming that a woman can safely pick up two strangers with out any fear ❤️
1237,b0il2IsU1f0,"Hi everyoneI I loved the idea of this video for a race. I have hitched hitchhiked Canada coast to coast 3 times. But this video does not even compare to the ""disconfort"" that I have been through. I would love to see a more challenging hitch hiking video. Just to get out of you comfort zone that much more. I love your guys work, and keep up the GREAT JOB! I hear your philosohpy. In my opinion, you can do a better hittck hiking video then the one that was posted. I did not mean to offend anyinw with the lack of expirenece..."
1238,b0il2IsU1f0,Her name in Ukrainian is vika I can’t do the correct translation but I learned that from some Ukrainians I met on a cruise and they were lovely
1239,b0il2IsU1f0,"""I bet they're not having an amazing experience. Nah, they're not....""

""BRR-BR-BRRAAAAP!"""
1240,b0il2IsU1f0,I would do this in a heartbeat = I have been dying to visit Ireland where my family is from.  Doing this would be a dream!!!  I am teary=eyed right now
1241,b0il2IsU1f0,"""Nobody's gonna turn down this smile"" coming from Bryce is the most correct thing I've heard"
1242,b0il2IsU1f0,"Please do more Irish videos because I would love to bump into you guys! I’m a Scuba Diver, Rock Climbing instructor, Martial Artist and Irish Stunt professional 😁 would love to show you a crazy adventure! 💚"
1243,b0il2IsU1f0,Cam is the best😂
1244,b0il2IsU1f0,"I have never seen any video that embodies ""It's about the friends we made along the way"" more than this one. Who tf cares who won in the end lol! Also, all the best to Victoria, Anna and her husband"
1245,b0il2IsU1f0,"“i bet they’re not having an amazing experience”

hops on a motorcycle with a motocross cyclist and shoots guns"
1246,b0il2IsU1f0,"I stayed in a cabin just down the road to the left of the castle @4:35 for our wedding!

That castle is known as ""the castle of goats"" if I remember correctly."
1247,b0il2IsU1f0,I wanna see a Yes Theory vs Wendover Productions travel race around the world.
1248,b0il2IsU1f0,"I had to double-take where Gabriella picked them up, I could've bumped into the lads back then"
1249,b0il2IsU1f0,...they got picked up by the king of ireland...
1250,b0il2IsU1f0,"⚡Hey, 2023 is here! ⚡

Thank you for watching! We can’t explain how much joy it brings us to know that our content is being viewed from all over the world.

We are always seeking to tell stories that inspire others in life to Seek Discomfort and explore the beauty of the unknown. We are beyond grateful that people like you, from our community, support us in funding these adventures through our own unique brand Seek Discomfort - Every piece we design is meant to act as a daily reminder for you to live life to the fullest! 

Interested in helping us tell even better stories in 2023? Check out our store here: https://bit.ly/3Dm8sDf

Oh, and don't forget to subscribe :)"
1251,uOj_0ZJlx5I,"⚡Hey, 2023 is here! ⚡

Thank you for watching! We can’t explain how much joy it brings us to know that our content is being viewed from all over the world.

We are always seeking to tell stories that inspire others in life to Seek Discomfort and explore the beauty of the unknown. We are beyond grateful that people like you, from our community, support us in funding these adventures through our own unique brand Seek Discomfort - Every piece we design is meant to act as a daily reminder for you to live life to the fullest! 

Interested in helping us tell even better stories in 2023? Check out our store here: https://bit.ly/3Dm8sDf

Oh, and don't forget to subscribe :)"
1252,uOj_0ZJlx5I,CAUSE WE FIND OURSELVES IN THE SAME OLD MESS SINGIN' DRUNKEN LULLABIES!!!!! 🔥🔥🕺🕺💃💃
1253,uOj_0ZJlx5I,"Therellllll be no more St Patrick’s day, it will probably offend someone, Ireland is lost."
1254,uOj_0ZJlx5I,🌺💐🌾🌸🌹🌼🍄🌷🍇🍀😍😇🍃☘️🌻🎋🍎🪴🤩
1255,uOj_0ZJlx5I,Great length of video and high quality content that is well put together and narrated well! You guys just earned a brand new subscriber (Btw you guys are the #1 page to come up on this topic)
1256,uOj_0ZJlx5I,I’m glad you chose that clip of the Celtic symphony and not later in the song 🙈😂
1257,uOj_0ZJlx5I,Not the leprechaun stereotype 😂
1258,uOj_0ZJlx5I,"The editing on this was so funny, I love it."
1259,uOj_0ZJlx5I,Why illinois cheerleaders?
1260,uOj_0ZJlx5I,Literally subbed cause of the editors caption
1261,uOj_0ZJlx5I,Pete should be in yes theory!
1262,uOj_0ZJlx5I,6:03 i understood all this 😭
1263,uOj_0ZJlx5I,@yestheory when will you climb mt everest?
1264,uOj_0ZJlx5I,The death of the republic. Soon you.ll be muslim.
1265,uOj_0ZJlx5I,Peter and Steffan doing a challenge TOGETHER would be AMAZING!!!
1266,uOj_0ZJlx5I,Editor: Scottland. If you haven't been. Imma mix of scott/irish. would be cool to see it.
1267,uOj_0ZJlx5I,Why are there Illinois cheerleaders there?
1268,uOj_0ZJlx5I,"Western world at it's finest, mental declination on the rise"
1269,uOj_0ZJlx5I,"When I was a lad I became a dad  I was so sad  that a rubber  wasn,t had "
1270,uOj_0ZJlx5I,"You guys have to come to Brazil, I have the perfect itinerary for you: Fernando de Noronha Island, Lençois Maranhenses National Park, the Amazon Jungle, Salvador, and the capital Brasília! Come!!!"
1271,V7oPEt67gOM,what is the watch that Anders is wearing? Is it Garmin?
1272,V7oPEt67gOM,2023 - NFTs ☠ Crypto almost ☠
1273,V7oPEt67gOM,"I just watched Project Iceman, and it was amazing. What’s funny is these comments saying “NFT’s are the wrong way to go”, but the whole movie is designed around the haters. You can’t do this and you can’t do that. Maybe NFT’s weren’t the perfect answer, but neither you or I have experience in releasing a film so how about let’s just let ordinary people do extraordinary things."
1274,V7oPEt67gOM,"You guys seem to have gone against your morals on this one. I still cant watch the doc,,,,"
1275,V7oPEt67gOM,This is the worst yes theory video ever sorry
1276,V7oPEt67gOM,Hi! Quick question: wasn't the documentary be available on YouTube at the end of the year 2022?
1277,V7oPEt67gOM,nft? LOL
1278,V7oPEt67gOM,"I use to feel inspired by yes theory, but after seeing this I'm just so disappointed"
1279,V7oPEt67gOM,I am one of those who found you through Wim Hoff and I am so grateful for it! You are so inspiring and I am so excited to watch this!
1280,V7oPEt67gOM,Just don't
1281,V7oPEt67gOM,I’ll buy a shirt instead
1282,V7oPEt67gOM,Is there any options like a pay preview for us to watch from home being I live in hawaii and nothing ever comes here
1283,V7oPEt67gOM,"I was really excited to hear this announcement.. But then I heard NFT. Which the system that was stated at the beginning of the video just comes off as a complicated and round about way to say that you bought a hard copy of your favorite movie from Walmart. I'm gonna be real, this comment is being made a few months later (9/20/22) and without doing any research, I have doubts that its really even working. And also the fact that you are losing money and possibly even thousands of customers if you were just to use a normal system. Why couldn't we use the receipt system? I don't understand that, you are buying a copy of the film, but then you have the financial security and guarantee of the receipt. You aren't buy a license to use or watch it. The NFT system is unstable, unpredictable, and the word NFT itself drives people away. You can't guarantee the fanatical security with a system that relies off of others to also buy into it. Like I said going back to the Walmart analogy, you would own a digital copy of it, and if something were to happen to it, that receipt guarantees that you can get it back. Putting the future of your whole brand on the reliability of people to always spend money on something that is basically worthless doesn't seem smart. Crowd founding or just selling it as a regular product on your website would most likely get you more support and money out of it, to fund future expeditions. I may not fully understand NFT's, but they have made a bad name for themselves for a reason. I would feel safer putting my money on a crowd founding campaign, or just buying a copy than this round about way."
1284,V7oPEt67gOM,"The only thing you said about nfts are that it will replace the digital footprint of 3 emails. But you didn’t really explain why they’re a good idea for crowdfunding at all. It’s so confusing because you can tell your audience wants to support you but you didn’t answer any questions. It seems like this will be a big project for you guys, but also that it will isolate the majority of your fan base. Not really sure how to feel. I know a lot about nfts tbh and they are essentially the modern way of filtering money through the art market untaxed and untraced. But it sucks that you guys didn’t represent a way that this helps your audience and I believe it’s because you know it doesn’t 😅 nfts and crypto still has a horrible carbon footprint obviously because of energy. I kindaaaa get why you guys are doing it this way but it’s cause I know it’s more beneficial for you guys financially which is fine. You should be honest about that though."
1285,V7oPEt67gOM,"I just came back and checked the dislikes. Yeesh, you guys really got a lot of backlash.
I just thought I'd comment again to say that I'm enjoying my NFT. I have no intention to sell it, ever. I never thought anyone would even want to buy it. I'm simply glad to support a project I believe in, and get a neat looking digital collectible in return.
It's like an achievement badge I can keep forever, that shows I was part of helping this become possible, even in a small way. Can't wait for the release!"
1286,V7oPEt67gOM,16k dislikes wow you guys just stained your reputation
1287,V7oPEt67gOM,cringe
1288,V7oPEt67gOM,ohhh boy ..you guys felt for this environmental bullshit regarding blockchains. you do have a lot of catch up to do :)
1289,V7oPEt67gOM,"NFTs are terrible for the environment because of their insane electricity consumption. for a channel that frequently travels the world for content, you could at least do your part so that the world and its beauty can continue to exist."
1290,V7oPEt67gOM,"NFTs are a scam, nothing more nothing less. Sad, sad sad sad to see you take this road.
And one last thing. Don't you see what is going on in the world? How corrupt everything is and that our governments don't care about us? Poor people getting poorer and rich people getting richer (and controlling every part of our lives).
I part of that BS is ""NFTs"" so you are participating in all of the above I wrote."
1291,86rK9Tqpxww,Thank you for having helped to inspire me with the badassness to turn down corporate money :)
1292,86rK9Tqpxww,I love this so much.
1293,86rK9Tqpxww,"Your inspiration, lot more than $."
1294,86rK9Tqpxww,"If you said yes you wouldn't be where you are today, and today if you need that money you sure are thinking about I.T.   Paying your own weight."
1295,86rK9Tqpxww,"I just want to let you guys know my name is Ameera Ziane Boyd, the group of you men has inspired me in so many ways, The courage , the unity you guys share together is amazing, the way you guys push through your ""fears"" and accomplish everything just empowers the world and more importantly myself. You guys gave me the courage to become sober i have became sober for 375 days and watching you guys pushed me, i remember being up for hours not being able to sleep struggling through withdrawals and the night i wanted to relapse i would put on a yes theory video and ball  crying feeling like i had no control then while i would watch each video somewhere throughout each and every video i would find a gem and push forward. You guys mean the world to me you guys don't even no i appreciate all the time and effort you guys put in your videos so we can few the world and find purpose within ourself i love you guy and i just want to say im beyond thankful <3"
1296,86rK9Tqpxww,u probably should have said yes the movie sucked
1297,86rK9Tqpxww,"this is what my wife did for( affixation of the brain condition from suicide )  , she love morning swim in the MT Shasta, Dunsmuir ca , ice water , SHE SAID IT REIVIVED HER .  7 miles from the top a stream.  forming the Sacramento river , but at the top its racing ice water in a narrow stream with pools ."
1298,86rK9Tqpxww,"Im inspired what you have achieved on this project, I can’t wait for the premiere. Just watching the trailer unlocked so many suppressed emotions that I had and now I’m learning to open up and face them"
1299,86rK9Tqpxww,Watching your channel makes me smile bro. Thank you
1300,86rK9Tqpxww,I have followed you guys now since the start of Yes Theory 7 years ago. You guys still amaze me with your content.
1301,86rK9Tqpxww,"you guys are awesome, ive struggled with aspergers all my life so my anxiety levels are always bad meaning i rarely go out. my whole life is discomfort but i jUst cant seems to face the fear of strangers and the unknown, whch means i am missing so much life. I completely admire what you do and respect how you face fears for all to see. And you do so much good on your journey. I wish you all the best for the future, hope to see you for many years to come, im suprised ive only just found your channel"
1302,86rK9Tqpxww,As an aspiring filmmaker this makes me so happy
1303,86rK9Tqpxww,👏👏👏
1304,86rK9Tqpxww,"I've been in a dark place recently and what ice man saying about you guys sharing what you have is so important is so true, you guys have helped me turn my life around over the last few weeks, I cannot thank you enough. I am truly seeking discomfort, thanks to you."
1305,86rK9Tqpxww,I NEED TO SEE THIS FILM!
1306,86rK9Tqpxww,"I want to surf the biggest wave ever and I don't know how to get the support other than my Dad from. I grew up in Santa Barbara and have surfing since I was 4 years old I am 29 years old now. I really have a fear of not water or heights but drowning. I would love the opportunity to have a chance of surfing the biggest wave in Nazare in Portugal. Please guys help me out. It will put to rest so much that I need to deal with. I am now a professional powerlifter in Southern California. Please please help me🙏

I will keep posting this message or comment until I hear something back. I can take refection I just want to know something if anything that you guys can help me"
1307,86rK9Tqpxww,I saw this already. It was good.
1308,86rK9Tqpxww,You gonna change the world guys. To grow a big crop you plant little seeds. And that's what you are doing. Go on guys. Do it.
1309,86rK9Tqpxww,Maybe you shouldn't have said no after all
1310,86rK9Tqpxww,I wanna meet with Wim in real life so badly.
1311,FNoT5aLSMqI,"⚡Hey, 2023 is here! ⚡

Thank you for watching! We can’t explain how much joy it brings us to know that our content is being viewed from all over the world.

We are always seeking to tell stories that inspire others in life to Seek Discomfort and explore the beauty of the unknown. We are beyond grateful that people like you, from our community, support us in funding these adventures through our own unique brand Seek Discomfort - Every piece we design is meant to act as a daily reminder for you to live life to the fullest! 

Interested in helping us tell even better stories in 2023? Check out our store here: https://bit.ly/3Dm8sDf

Oh, and don't forget to subscribe :)"
1312,FNoT5aLSMqI,I’m happy for you Tommy!!! This is truly connecting to strangers.!!
1313,FNoT5aLSMqI,Dude if he had a connecting flight he could have just bought the ticket to Panama which is even further away
1314,FNoT5aLSMqI,Eric cheated and bought a plane ticket to Hawaii when he told the guy going to Las Vegas that the challenge was to get someone to buy a plane ticket for the same destination. So Tommy wins because Eric is disqualified
1315,FNoT5aLSMqI,"Tommy's trip was really meaningful and I honestly feel like his trip was my favorite just because of that. Eric's was showy and fun and all, but it just didn't have the depth of Tommy's."
1316,FNoT5aLSMqI,Good evening laties and gentlemen “Why even make an announcement?” So salty 🤣
1317,FNoT5aLSMqI,"the time when they mention your contry :D, QUE VIVA PANAMÁ"
1318,FNoT5aLSMqI,"Tommy's so nice, I would love to be his friend"
1319,FNoT5aLSMqI,You guys should try switching professions with a random stranger for 24 hours.
1320,FNoT5aLSMqI,💚
1321,FNoT5aLSMqI,"Ha ha ha I flew to Costa Rica from Canada 2 years ago alone. I thought i was staying for 3 months. I just discovered Yes Theory last week. And I have been dreaming to go back to Hawaii as I watched these flight challenge clips. No way the two places so deeply embedded in my heart.  I have many times asked life where it wants me to go and point blank put my finger down on a map and then went there. I am an artist and I made art in those places - I'm just celebrating my 60th birthday on Sunday - thanks for sharing the thrill guys. In the old days with no cell phones and no google maps - I used my intuition and trusted all my instincts,"
1322,FNoT5aLSMqI,tommys journey was about the people and for the people ❤
1323,FNoT5aLSMqI,"I think it's a draw.  Both engaged with the people who live in the places that they visited, and they created interesting videos that made one  keep watching."
1324,FNoT5aLSMqI,"Wat cameras do you use during these kinds of trips and the ""Survive 24 hours with no money"" is it still the same medium size ones or is it a smaller GoPro like camera."
1325,FNoT5aLSMqI,"They are both winners - for we are all different and will approach the Yes Theory in different ways.  We will all seek discomfort in different ways.  There is no one shoe fits all.  Eric - based on his outgoing nature -  was able to accomplish the feat very fast and link up with strangers in Hawaii.  Thomas - based on his more introverted nature -  struggled in the beginning, but was able to link up with the Yes Fam in Costa Rica which I feel meant A LOT to them.  And this is what makes this group interesting - we are all different and approach things in different ways, but when we pull our resources and talents together, we come up with something great."
1326,FNoT5aLSMqI,7:00
1327,FNoT5aLSMqI,Tommy ur reenactment editing is fucking amazing!!
1328,FNoT5aLSMqI,The end of this video is definitely the best 🤣. Awesome actors 👍
1329,FNoT5aLSMqI,Eric had the best trip 😂
1330,FNoT5aLSMqI,7:16 they got issues? or they got these shoes xd
1331,cL4Y3I7UwpE,"⚡Hey, 2023 is here! ⚡

Thank you for watching! We can’t explain how much joy it brings us to know that our content is being viewed from all over the world.

We are always seeking to tell stories that inspire others in life to Seek Discomfort and explore the beauty of the unknown. We are beyond grateful that people like you, from our community, support us in funding these adventures through our own unique brand Seek Discomfort - Every piece we design is meant to act as a daily reminder for you to live life to the fullest! 

Interested in helping us tell even better stories in 2023? Check out our store here: https://bit.ly/3Dm8sDf

Oh, and don't forget to subscribe :)"
1332,cL4Y3I7UwpE,'why are you like the way that you are ' is a question Immediatly walked into my brain if others around us were to ask us to connect in a sentimentality way
1333,cL4Y3I7UwpE,Is there a difference from this 200 card set with the 4 different variants?
1334,cL4Y3I7UwpE,"I stumbled upon Seek Discomfort and Yes Theory a month ago and I am just smitten with the passion of these people to conquer fears, challenge themselves to be outgoing, their growth and maturity and their genuine love for people. It's just something beautiful to witness."
1335,cL4Y3I7UwpE,very nice
1336,cL4Y3I7UwpE,You guys should try switching professions with a random stranger for 24 hours.
1337,cL4Y3I7UwpE,I love your channel seek discomfort I’m new at your channel. I love to meet you all.
1338,cL4Y3I7UwpE,That was incredible. Ammar is such a great friend match maker. 😄
1339,cL4Y3I7UwpE,Hey guys. I’ve been watching your channel for a short time. You are such an inspiration. You truly have made my motto in life now “Seek Discomfort”.  Thank you
1340,cL4Y3I7UwpE,❤!!
1341,cL4Y3I7UwpE,im acc gonna get that game
1342,cL4Y3I7UwpE,"dont do it in ireland , the people are rude and unfriendly"
1343,cL4Y3I7UwpE,Bought it. Love it. Thank you!
1344,cL4Y3I7UwpE,"There's a lot of prejudice about American people. But what I saw, made me cry. You guys are so open and genuine! I loved the girl who got clean after drugs and alcohol, other participants were also lovely. I never wanted to visit the US, but now I'm eager to come to meet these wonderful people! I wish happiness to all of you!"
1345,cL4Y3I7UwpE,What animal is the guy holding
1346,cL4Y3I7UwpE,"A stranger is just a friend u havent met yet
Is a lesson i learnt on psilocybin truffles 😍"
1347,cL4Y3I7UwpE,That was really really wholesome
1348,cL4Y3I7UwpE,"Oh my god. More please, this was amazing man. I don't the fuck know why, feel connected to you guys. Oh man, what a content"
1349,cL4Y3I7UwpE,I was excited about the music artists getting to meet each other
1350,cL4Y3I7UwpE,Did any of the strangers just take their share of the money and go their own way?
1351,GC84RM4oV8U,"Here is the GoFundMe link: https://gofund.me/d4089b22

Thank you so much for your help ♥️"
1352,GC84RM4oV8U,"I want to help, where can I come?"
1353,GC84RM4oV8U,"Yes Theory does things other channels only talk about doing,  I love that Yes Theory goes far beyond what you promise and with class. So proud of you guys"
1354,GC84RM4oV8U,Greetings from Ukraine! Thank you Mr Max and Amar! You are very good peoples!
1355,GC84RM4oV8U,"To to crictize/offend anybody or any good humanly gesture, I actualy love you guys but I wish people were honesty about the situations around the same and justice about it istead of picking and choosing."
1356,GC84RM4oV8U,"You are so very amazing, and im so so proud of You All ❤🎉"
1357,GC84RM4oV8U,All love from Ukraine
1358,GC84RM4oV8U,Good on you guys for practical help so desperately needed ❤
1359,GC84RM4oV8U,Do you want armed security to travel with you?
1360,GC84RM4oV8U,"As fellow muslim, i would glad and proud if you and your team could give us little update from Palestine,

With ❤ From Indonesia"
1361,GC84RM4oV8U,"I'm really happy that Ukrain is getting the help it desperately needs and you;re doing great work.  I'm also a little dismayed that Turkyie, Syria, Lebanon and Yemen haven't been helped in this way. What can we do so that these countries can also get the Yes Fam help they also desperately need?"
1362,GC84RM4oV8U,Wondering what you mean by armoured vehicle
1363,GC84RM4oV8U,"be safe guys, proud of what you do.."
1364,GC84RM4oV8U,Burn 🇺🇦😂🔥☝️
1365,GC84RM4oV8U,Minsk Agreement
1366,GC84RM4oV8U,Yet another youtuber making content from a war
1367,GC84RM4oV8U,"I don't understand why your rushing to help Ukraine? why not Iraq,  Syria,  Afghanistan etc etc etc?  hope your not brainwashed by western media BS"
1368,GC84RM4oV8U,I love you guy's
1369,GC84RM4oV8U,"I was there earlier this year for 6 weeks, on my way back now for three months. Thank you"
1370,GC84RM4oV8U,May Allah be with you. May his blessings be plentiful
1371,9jrYdUGxFv4,Thanks for accepting my crazy proposition ! TheTEDx talk is in the works and I'll release an extented edit soon on my channel :)
1372,9jrYdUGxFv4,Bravery
1373,9jrYdUGxFv4,life is so unfair
1374,9jrYdUGxFv4,"half british and half Filipina. omg! I’m so happy too hear and see that my Fellow Filipina is one of this amazing one in a lifetime experience. 

Love and greetings from the “Pearl of the Orient Seas” Philippines🇵🇭"
1375,9jrYdUGxFv4,❤❤❤
1376,9jrYdUGxFv4,I wish I could do that💔
1377,9jrYdUGxFv4,Love this channel n the worldwide family
1378,9jrYdUGxFv4,Matt’s speech is really inspiring and motivating!
1379,9jrYdUGxFv4,A me me kNEE slap.
1380,9jrYdUGxFv4,O lol ha LOL
1381,9jrYdUGxFv4,your videos give me such anxiety...lol. I am scared of heights & my palms are sweating right now. Love it though!
1382,9jrYdUGxFv4,Matt 🤎🤎🤎🤎
1383,9jrYdUGxFv4,"I wish I could fly like that!! For as long as I've been aware of bungee jumping, skydiving, & activities such as hang gliding, that's been a far-fetched dream bc I've had 8 thoracic surgeries/2 total chestwall reconstruction operations & I've been told, ""The force to the chestwall is too dangerous."" I think it's that no 1 wants to risk the liability, & I pray someone will say, ""We can do this, you can skydive bc our harnesses are designed so your trunk (bottom) takes the majority of impact."" For now, I watch these videos to support the movement... & maybe feel slightly jealous each time someone takes bodily discomfort w/a smile & appreciation for life bc I've always been in a prison body & haven't really felt very alive."
1384,9jrYdUGxFv4,"Why do 8/10 of your videos either give me goosebumps, make my cry, or both? Argh! I love it."
1385,9jrYdUGxFv4,It's more fun without the rope.
1386,9jrYdUGxFv4,I want that black fluffy hoodie... where can i get that
1387,9jrYdUGxFv4,"Yay Matt visiting is awesome 🥹 And I really love Ammar, his smile makes me so happy and the way he talks, and looks @ others is so genuine and nice. He’s the best. ❤️"
1388,9jrYdUGxFv4,Omg that gave me anxiety just watching
1389,9jrYdUGxFv4,omg a filipinaaaa HAHAHAH
1390,9jrYdUGxFv4,TREMENDOUS!❤🔥 This is what life is about. Using it while you have it!
1391,_6aeeu3YGWc,"We are so stoked to finally have re-designed and re-stocked our Sherpa Hoodies, but more importantly.. To launch our first ever full Seeker jewelry collection ⚡️⚡️⚡️ 35 designs in a variety of colors we truly believe it’ll be the best way to remind ourselves of the message every single day. We have also brought back our favorite designs from the past 3 holiday drops so if you haven’t yet gotten yours.. Now’s your best chance 🔥"
1392,_6aeeu3YGWc,what is the temperature??? like maybe 5°C
1393,_6aeeu3YGWc,I just love your energy! 😂😂😂
1394,_6aeeu3YGWc,Professional idiots😂😂😅
1395,_6aeeu3YGWc,How Amar takes cold water I respect him so madly for!
1396,_6aeeu3YGWc,Ammar is a rockstar! The white skinny guy is annoying at this point.
1397,_6aeeu3YGWc,"So the guy from a warm climate beat the other guys from where there is ice, omg 😱, come on Carl man up........"
1398,_6aeeu3YGWc,Water temp?
1399,_6aeeu3YGWc,You guys... Eishhh.. As u all 'grow' and are maturing to a level that is beyond explanation.. Yet.. Keeping your 'bonds' of friendship intact.. One word.. Epic! So please.. Don't ever Stop 'seeking discomfort'.. Because it's that that's keeping us all motivated and making Dua that Allah keep u all safe.. And allow u all to Prosper in more ways than u guys can imagine! I could go on.. But for now.. Just keep doing what u all do.. Best! And we.. Will never stop supporting the channels.... Latiff from South Africa.
1400,_6aeeu3YGWc,Ammar and seek discomfort team you are my inspiration.... ❤❤❤❤❤❤from from India
1401,_6aeeu3YGWc,I LOVE AMMAR.he is so strong
1402,_6aeeu3YGWc,5:40 Thomas 🤣
1403,_6aeeu3YGWc,I think ammar is on nofap.
1404,_6aeeu3YGWc,"Seek censorship. Half the time I hear bleeps, maybe stand by what you say."
1405,_6aeeu3YGWc,Me before watching: gonna see if Wim Hof will be proud hahah
1406,_6aeeu3YGWc,I would love so to be a part of seek discomfort. Would love to Meet you guys
1407,_6aeeu3YGWc,Now go to the number one coldest place up to - 67 yakutsk place
1408,_6aeeu3YGWc,"I don't get it, what about frostbite, pneumonia and all the rest of it? I thought you could lose body parts from being exposed to freezing water."
1409,_6aeeu3YGWc,water cant get colder than a certain temperature sor im pretty sure the ice baths in another part of the world are the same temperature
1410,_6aeeu3YGWc,That’s one of Yes Theories COOLEST videos they’ve done!!!
1411,CSUeSRtGBBU,Just imagine Eric at the Nurburgring with Misha....
1412,CSUeSRtGBBU,On 15:15 min. when Ammar is scared and put his  seatbelt on 🤣🤣
1413,CSUeSRtGBBU,"that lambo is great, but give me that m2 any day."
1414,CSUeSRtGBBU,eric is adorbs haha
1415,CSUeSRtGBBU,Not to be rude google says there's been a F1 female driver since 2016 named Maria teresa
1416,CSUeSRtGBBU,"“Is there a record for the slowest anyones done this track? Cause that’s about to be broken” 

“We usually just kick them out and say thank you, don’t come back “ 
😂😂😅"
1417,CSUeSRtGBBU,PEACE AND LOVE TO YES THEORY & SEEK DISCOMFORT!!!😃👍☮️❤️
1418,CSUeSRtGBBU,You guys should do a video with SteveWillDoit
1419,CSUeSRtGBBU,why is eric attractive to me
1420,CSUeSRtGBBU,"If you want to beat the market or become a millionaire, the first thing you need to do is , to get financial education. a fellow creator]]]]"
1421,CSUeSRtGBBU,im scared of getting a million dollars for free
1422,CSUeSRtGBBU,This was such a great video
1423,CSUeSRtGBBU,Since ammar is from Egyptian is he Muslim? I don’t know why I was thinking of this? Love 💕
1424,CSUeSRtGBBU,"Ehhh not the most car loving city in the world, promise lol"
1425,CSUeSRtGBBU,"Eric : I'm afraid of cars.
Amar : no worries I've got a CRASH course for you."
1426,CSUeSRtGBBU,That bmw would of ran rings around that lambo
1427,CSUeSRtGBBU,7:01 here i love how she just starts to floor it and then Amar in the background decides to put on his seat belt 🤣🤣🤣🤣
1428,CSUeSRtGBBU,594K Strong!
1429,CSUeSRtGBBU,I love Eric! He's naturally funny and charming lmao hahahhaha
1430,CSUeSRtGBBU,4:04 that girl is gorgeous.
1431,9R_nFZeg0yk,Thomas 😂😂😂😂😂😂😂😂
1432,9R_nFZeg0yk,Golden gooch😂😂😂 that's the last thing I expected from this channel
1433,9R_nFZeg0yk,Thanks for not deleting tho 🙏
1434,9R_nFZeg0yk,YOU GUYS MAKE THE BEST ADS BRO 🤣🤣🤣🤣
1435,9R_nFZeg0yk,gus geldon whoooooooooooooooo
1436,9R_nFZeg0yk,5 Months later I finally watched the video which was supposed to be deleted after 48 hours. Shake my fucking head
1437,9R_nFZeg0yk,Thomas is a born comedian.
1438,9R_nFZeg0yk,CLOTHES!
1439,9R_nFZeg0yk,Gus Goldengouche. And Donna. 😭👊🏼
1440,9R_nFZeg0yk,This here is greatness truly. Freaking rad period.
1441,9R_nFZeg0yk,LOL this is 🤣
1442,9R_nFZeg0yk,IM LOSING IT BAHAHAHAH
1443,9R_nFZeg0yk,This is fucking hilarious! I recorded this shit on my phone when it first got uploaded LMAO! Some of my friends who don't even watch yes theory died laughing !! 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
1444,9R_nFZeg0yk,Lmfaoooo
1445,9R_nFZeg0yk,"Its so good, I couldn't watch the entire thing."
1446,9R_nFZeg0yk,THIS IS AMAZING
1447,9R_nFZeg0yk,🤣😂🤣😂🤣
1448,9R_nFZeg0yk,Hahahahahahahahahha
1449,9R_nFZeg0yk,I love this
1450,9R_nFZeg0yk,When Thomas’s child would see in the future they be like is my dad born during dinosaur ages😂😂
1451,lVPTUMlOugY,Congrats ammar🎉🎉 I'm sure st Kitts will be very proud and honoured to call u their own.
1452,lVPTUMlOugY,"""THIS IS MY FIRST AMMAR SPEECH!"" I feel you bro"
1453,lVPTUMlOugY,Is it legal to film the Eiffel tower at night??!!!!
1454,lVPTUMlOugY,نفسي اكون حر انا كمان
1455,lVPTUMlOugY,Bless Ammar...you have moderately decent friends it seems....haha....best friends you can have is more like it. Enjoy the free life!
1456,lVPTUMlOugY,I'm so happy watching this video🤧💗
1457,lVPTUMlOugY,nathaniel drew just yells
1458,lVPTUMlOugY,"This is the kind of comradery, love, warmth and positivity that we all crave to watch! And your channel fulfills that need. Love this channel for the unique, interesting and  immensely engaging content you all bring to us. God bless you all and may your team grow and flourish to amazing heights. All the very best always!"
1459,lVPTUMlOugY,😭❤❤❤
1460,lVPTUMlOugY,"As a Bangladeshi, I can completely feel getting a stronger passport. But, I wish this world would be equal for all!"
1461,lVPTUMlOugY,"Right on, Ammar! You desrved it 😃"
1462,lVPTUMlOugY,Good luck Ammar 😊
1463,lVPTUMlOugY,This is so great!!!
1464,lVPTUMlOugY,Many people think that these “golden passport” programs are somehow sketchy or disingenuous and only used by rich people to evade taxes and other social responsibilities.  Those people need to watch this video.
